Sample,WMGR,"WMGR, no SAR11","WMGR, copio","WMGR, Heterotrophs",WMCN,"WMCN, no SAR11","WMCN, no CN1","WMCN, Heterotrophs",SAR11 rel. abund.,CN1 rel abund,Temperature,Phosphate,Nitrate,Chlorophylle-a,Date,Latitude,Longitude,Depth,Salinity,Oxygen,pH,Ammonia,DOC,DIC,POC,Nitrogen Dioxide,SIOH4,Day Length (hours),Nitrate/Nitrite,Silicate,Size fraction lower threshold,Size fraction upper threshold,Filter Fraction,Sample Site,Nitrite,Salinity [PSU] Lab,Oxygen.1,CO2,Chlf: CTD,Satellite_Chla_mean,Chl_A_Sat,ChlA_Sat8,Insolation,Nitrogen
P13006_1051_LMO,0.215636202,0.215918733,0.475561907,0.356086092,2.858703032,2.867609259,3.017044086,2.374758658,0.004768785,0.078501533,11.8,0.114672986,0.07987399,1.506,5/15/18,,,,6.7,,,0.564295956,,,,,,,,15.7376,,,3,,,,,,,,,,,
P13006_1052_LMO,0.148591873,0.148783434,0.365827107,0.26694885,3.428314466,3.4487773,3.543112235,2.363377133,0.008356348,0.045140662,13.9,0.114672986,0.077195598,1.2224,5/29/18,,,,7,,,0.452749081,,,,,,,,14.8288,,,3,,,,,,,,,,,
P13006_1053_LMO,0.15624167,0.156491987,0.324158036,0.285583059,3.476910315,3.501834829,3.633331941,2.257819001,0.009962494,0.059400649,18,0.104701422,0.070202824,3.5392,6/14/18,,,,6.8,,,0.492118566,,,,,,,,9.9648,,,3,,,,,,,,,,,
P13006_1054_LMO,0.190972102,0.191034719,0.368365753,0.351192578,3.124309551,3.128005947,3.282022412,2.263017584,0.001737023,0.069111004,16.4,0.148652174,0.086368792,1.818,6/26/18,,,,7.2,,,0.452870485,,,,,,,,16.01422222,,,3,,,,,,,,,,,
P13006_1055_LMO,0.358396909,0.359036258,0.541109152,0.434738057,2.399157788,2.410498898,2.598708326,2.468214383,0.008040495,0.124819853,18.7,0.160086957,0.071917927,2.1108,7/10/18,,,,7.1,,,0.40884141,,,,,,,,10.64533333,,,3,,,,,,,,,,,
P13006_1056_LMO,0.240573347,0.241005372,0.338169828,0.325302558,2.056179997,2.062775865,2.462573959,1.764176466,0.006206264,0.277862162,21.2,0.144587678,0.069855357,3.4496,7/24/18,,,,6.8,,,0.538049632,,,,,,,,11.9424,,,3,,,,,,,,,,,
P13006_1057_LMO,0.286410914,0.287009491,0.381070822,0.332564072,2.01128561,2.017956212,2.360861568,1.902382641,0.006552936,0.256878411,21.9,0.148652174,0.109558888,1.6568,8/7/18,,,,7.1,,,1.352321586,,,,,,,,10.36088889,,,3,,,,,,,,,,,
P13006_1058_LMO,0.332056712,0.332501759,0.454911817,0.431516225,2.101067219,2.104078049,2.327408663,1.938809832,0.002727008,0.170513762,15,0.109687204,0.065019773,1.2464,8/29/18,,,,7.5,,,0.603665441,,,,,,,,13.8496,,,3,,,,,,,,,,,
P13006_1059_LMO,0.38568187,0.385987315,0.468859959,0.421609556,2.00920654,2.011456927,2.332560573,1.882570267,0.002224897,0.242656161,17.5,0.074326087,0.064860694,1.156,9/11/18,,,,7.4,,,0.396261674,,,,,,,,9.635555556,,,3,,,,,,,,,,,
P13006_1060_LMO,0.654190786,0.654945824,0.833891365,0.778150018,2.619385333,2.623408261,2.751759434,2.991959957,0.002478075,0.075566369,11.1,0.263,0.067100972,1.8952,9/18/18,,,,7.1,,,0.327073128,,,,,,,,15.11822222,,,3,,,,,,,,,,,
P13006_1061_LMO,0.314436962,0.314989746,0.435211842,0.448075219,2.206845841,2.211280511,2.340882486,2.108295354,0.003661142,0.099961515,11.2,0.209402844,0.082204915,1.9412,10/10/18,,,,6.9,,,0.524926471,,,,,,,,12.3264,,,3,,,,,,,,,,,
P13006_1062_LMO,0.380133921,0.380541428,0.541341169,0.530363802,2.283335987,2.287207856,2.446481734,2.33580048,0.00300796,0.112787976,11.1,0.14957346,0.103878173,1.9592,10/16/18,,,,7.1,,,0.748020221,,,,,,,,8.2304,,,3,,,,,,,,,,,
P13006_1063_LMO,0.587676322,0.591450076,0.76848994,0.673312494,2.725857877,2.76846589,2.950380076,2.8490789,0.024093206,0.115117152,8.1,0.393876777,0.258616837,1.3552,11/6/18,,,,7.1,,,0.675842831,,,,,,,,16.4864,,,3,,,,,,,,,,,
P13006_1064_LMO,0.508145497,0.512020524,0.672861813,0.593522846,2.413413604,2.43833,2.580153377,2.512767349,0.017323143,0.105521259,8.3,0.365913043,0.333600981,1.4956,11/13/18,,,,7.1,,,0.647856388,,,,,,,,12.36622222,,,3,,,,,,,,,,,
P13006_1065_LMO,0.701487062,0.70283585,0.831233113,0.725401927,3.182049723,3.202016457,3.333890661,3.287720741,0.009067477,0.065059148,6.8,0.417369565,0.743042164,1.2208,11/27/18,,,,6.5,,,0.654146256,,,,,,,,14.45688889,,,3,,,,,,,,,,,
P13006_1066_LMO,0.736629404,0.750920767,0.865771962,0.769792474,2.937184967,3.08346598,3.233002586,3.101287775,0.070210416,0.13247527,,,,,1/10/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P13006_1067_LMO,0.632696678,0.636181123,0.785584305,0.699514092,2.751931518,2.791131351,2.922914181,3.008676777,0.021885515,0.08891851,,,,,1/22/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P13006_1068_LMO,0.981470698,0.98147726,0.986993855,0.982692026,4.506366643,4.506552474,4.522607947,4.515741401,5.30E-05,4.61E-03,,,,,2/6/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P13006_1069_LMO,0.277168574,0.279028242,0.473177398,0.312801977,2.313381237,2.324762484,2.405977523,2.085992951,0.00859116,0.065859009,,,,,2/19/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16609_1078_LMO,0.280868593,0.285939679,0.417970701,0.285832631,2.218978793,2.269771581,2.385341664,2.156979094,0.040001516,0.120087972,3.2,1.052,3.28083665,0.918,3/14/12,,,,7.37,,,0.35695,335.8012449,,,,,,,5.824,,,3-0.2,,,,,,,,,,,
P16609_1079_LMO,0.433245097,0.436166058,0.56717923,0.44412955,2.452861965,2.498368937,2.596078788,2.473034651,0.030371006,0.089730422,3,1.087066667,2.89073853,1.6248,3/22/12,,,,7.59,,,0.560921429,346.02585,,,,,,,5.726117647,,,3-0.2,,,,,,,,,,,
P16609_1080_LMO,0.263105067,0.264184122,0.375041568,0.277354392,2.268790999,2.285931133,2.385773564,2.284730222,0.013328968,0.084416797,3.7,1.3676,2.438001797,1.6824,3/28/12,,,,7.15,,,0.662907143,334.3072386,,,,,,,8.564705882,,,3-0.2,,,,,,,,,,,
P16609_1081_LMO,0.314660049,0.318573009,0.401730254,0.319490686,2.313276851,2.355867854,2.405453208,2.294617695,0.031412356,0.065584793,3.1,1.4728,2.503538281,3.02,4/3/12,,,,7.15,,,0.917871429,338.9760081,,,,,,,6.656,,,3-0.2,,,,,,,,,,,
P16609_1082_LMO,0.368236393,0.368419835,0.44792455,0.381767233,2.339548833,2.341408078,2.452135215,2.358204206,0.00138604,0.077531611,4,0.701333333,0.578459784,2.7568,4/16/12,,,,7.37,,,0.458935714,338.3924119,,,,,,,4.796235294,,,3-0.2,,,,,,,,,,,
P16609_1083_LMO,0.295759401,0.300306009,0.387272097,0.299499319,2.238588412,2.287720591,2.349667596,2.199319177,0.038154379,0.082301142,3.7,0.8416,1.510905749,3.5952,4/12/12,,,,7.37,,,0.35695,336.0580272,,,,,,,3.523764706,,,3-0.2,,,,,,,,,,,
P16609_1084_LMO,0.383598054,0.384322964,0.464918845,0.405100911,2.581271244,2.591078307,2.67505365,2.630388379,0.006163784,0.055987703,4.1,0.425809524,0.179454978,4.1336,4/23/12,,,,7.37,,,0.954633721,336.851718,,,,,,,12.43105882,,,3-0.2,,,,,,,,,,,
P16609_1085_LMO,0.377380091,0.377922421,0.418851468,0.385430846,2.896093023,2.9055821,2.970421939,2.965472677,0.004979621,0.037722335,4.6,0.400761905,0.278376335,1.8696,4/26/12,,,,7.26,,,0.996139535,341.1002982,,,,,,,13.89929412,,,3-0.2,,,,,,,,,,,
P16609_1086_LMO,0.28100886,0.2840171,0.385704462,0.294066303,2.276127793,2.317567173,2.444824581,2.285788815,0.031451436,0.116759356,4.8,0.551047619,0.263712698,2.6676,4/30/12,,,,7.37,,,2.282819767,340.1198567,,,,,,,13.11623529,,,3-0.2,,,,,,,,,,,
P16609_1087_LMO,0.398424747,0.403023712,0.490079231,0.40385642,2.69122555,2.775723144,2.863015563,2.717035562,0.047584892,0.092210724,5.9,0.325619048,0.25277316,2.4436,5/3/12,,,,7.15,,,1.079151163,341.6138629,,,,,,,15.17176471,,,3-0.2,,,,,,,,,,,
P16609_1088_LMO,0.367200775,0.367373421,0.429391986,0.415995124,2.513458572,2.516903913,2.848618758,2.553395493,0.002271298,0.181303032,5.6,0.350666667,0.122662482,2.792,5/7/12,,,,7.26,,,0.830116279,341.6138629,,,,,,,19.38070588,,,3-0.2,,,,,,,,,,,
P16609_1089_LMO,0.341226951,0.341486293,0.394819045,0.357316172,2.88802566,2.895398082,3.017875343,2.949582851,0.003889643,0.064349705,6.6,0.425809524,0.181317027,2.8144,5/10/12,,,,7.15,,,0.373552326,335.8245887,,,,,,,21.97458824,,,3-0.2,,,,,,,,,,,
P16609_1090_LMO,0.393128308,0.393035539,0.514238213,0.399285173,2.462701859,2.477531073,2.534913412,2.478215658,0.010036482,0.047046011,8,0.576095238,0.150127706,0.9404,5/21/12,,,,7.15,,,0.41505814,352.6321589,,,,,,,23.39388235,,,3-0.2,,,,,,,,,,,
P16609_1091_LMO,0.364184796,0.364567808,0.429087023,0.380504659,2.62119018,2.626202937,2.689574803,2.694906634,0.003082492,0.040474457,9.1,0.225428571,0.082395671,1.5968,5/24/12,,,,7.15,,,0.41505814,343.6681215,,,,,,,12.77364706,,,3-0.2,,,,,,,,,,,
P16609_1092_LMO,0.303884508,0.304248949,0.34541418,0.310331926,2.780378966,2.787851155,2.808696383,2.825524597,0.004179425,0.015656258,11,0.375714286,0.270928139,0.8452,5/28/12,,,,7.15,,,0.996139535,339.8163866,,,,,,,23.49176471,,,3-0.2,,,,,,,,,,,
P16609_1093_LMO,0.438312024,0.438483198,0.464578172,0.440750508,3.011443891,3.014751422,3.036760187,3.023501541,0.001641657,0.012429689,9,0.15395122,0.491562201,2.5116,6/4/12,,,,7.15,,,0.054915385,337.4838705,,,,,,,10.21090909,,,3-0.2,,,,,,,,,,,
P16609_1094_LMO,0.314699507,0.315237932,0.387363911,0.366533449,2.32303676,2.332829485,2.400719233,2.416285738,0.00734732,0.055458989,10.2,0.256585366,0.460142254,1.6804,6/7/12,,,,7.04,,,0.109830769,332.2945758,,,,,,,10.05963636,,,3-0.2,,,,,,,,,,,
P16609_1095_LMO,0.435496083,0.435594464,0.463792213,0.438335822,3.02011768,3.022241589,3.048954008,3.036493551,0.001050275,0.014073682,12.5,0.15395122,0.463751856,1.1008,6/13/12,,,,7.15,,,0,326.9929587,,,,,,,7.941818182,,,3-0.2,,,,,,,,,,,
P16611_1001_LMO,0.370909271,0.372603707,0.544047137,0.38186432,2.355934753,2.388805205,2.537859555,2.364122221,0.023668152,0.11829741,,,,,1/10/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1002_LMO,0.248551781,0.254823599,0.388384065,0.253458338,2.147827276,2.262718538,2.413054038,2.086148396,0.09098723,0.187697537,,,,,1/22/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1003_LMO,0.416837677,0.417678721,0.610352444,0.427828407,2.481225868,2.507205488,2.608530786,2.508634849,0.017236946,0.079143601,,,,,2/6/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1004_LMO,0.206883748,0.219681003,0.350316338,0.211356083,2.160149551,2.31970916,2.41377366,1.97985255,0.12090513,0.17939513,,,,,2/19/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1005_LMO,0.253601057,0.257037424,0.408951329,0.263042615,2.317655724,2.336238658,2.381122269,2.106195526,0.013906897,0.045952879,,,,,3/12/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1006_LMO,0.258055847,0.261823953,0.35592767,0.262082736,2.358731495,2.396267374,2.451897729,2.317511046,0.026883017,0.064168593,,,,,3/19/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1007_LMO,0.242974487,0.243985531,0.317465731,0.257072584,2.549306537,2.565597096,2.599228037,2.64077903,0.010405333,0.031215998,,,,,4/16/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1008_LMO,0.302507669,0.302712763,0.478526079,0.313253239,2.022970773,2.02653925,2.527688511,1.954040229,0.003476221,0.330380005,,,,,4/30/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1009_LMO,0.245042332,0.246042752,0.370310266,0.280647274,2.559062014,2.581851287,2.679111134,2.471065379,0.01440671,0.071495637,,,,,5/21/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1010_LMO,0.242368293,0.243872953,0.367121638,0.284818317,2.378918475,2.406441494,2.456936991,2.501437528,0.01956926,0.053549684,,,,,5/28/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1011_LMO,0.229161126,0.230568556,0.354727674,0.294448819,2.640145952,2.677803389,2.769006464,2.511742346,0.022444487,0.072843438,,,,,6/17/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1012_LMO,0.227570331,0.228862989,0.377743969,0.31489139,2.798508876,2.843575597,2.998854904,2.449481635,0.024445279,0.100230401,,,,,6/25/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1013_LMO,0.301941142,0.303371428,0.42782928,0.326322653,2.367972195,2.391037166,2.527932419,2.351056622,0.016581132,0.104690641,,,,,7/10/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1014_LMO,0.257105472,0.257752508,0.329784711,0.299667851,2.193548623,2.204848092,2.385588327,2.11176393,0.009378336,0.138597952,,,,,7/23/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1015_LMO,0.200140627,0.20068278,0.257922073,0.249736827,1.964550674,1.976647213,2.263854432,1.805007763,0.012385782,0.236818221,,,,,8/6/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1016_LMO,0.209335043,0.21041187,0.267036988,0.256878962,2.059399757,2.085086435,2.31465826,1.900772024,0.023672471,0.194163389,,,,,8/20/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1017_LMO,0.235194146,0.235692257,0.303736432,0.27282867,2.142545375,2.155331461,2.341318899,1.994889842,0.011067028,0.148192591,,,,,9/3/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1018_LMO,0.242836019,0.244552359,0.369757937,0.247039757,2.255921999,2.290717984,2.426316184,2.246772083,0.026958627,0.119464525,,,,,9/19/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1019_LMO,0.239853187,0.244083656,0.341051206,0.249895946,2.12563478,2.201932225,2.3665175,2.096575174,0.063478991,0.176274889,,,,,10/1/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1020_LMO,0.215908929,0.218157378,0.308411805,0.242775022,2.224463192,2.27319058,2.400188758,2.242928754,0.038271873,0.12550134,,,,,10/17/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1021_LMO,0.316394893,0.321836046,0.45361638,0.337226568,2.293836324,2.391177527,2.541354773,2.293615461,0.069970368,0.160584996,,,,,10/31/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1022_LMO,0.212418204,0.229650931,0.322241915,0.225741194,1.970639089,2.236761667,2.397303681,1.887575087,0.215176929,0.305348506,,,,,11/13/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1023_LMO,0.277886975,0.278115127,0.312749359,0.281089879,2.719593,2.742227208,2.814935211,2.745273884,0.012991536,0.052532019,,,,,11/26/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1024_LMO,0.261200407,0.264235418,0.344708435,0.271911913,2.373383224,2.441304548,2.612101519,2.389827565,0.047124894,0.148078947,,,,,12/17/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1025_LMO,0.26588146,0.268700447,0.35201267,0.274564888,2.315742023,2.363130043,2.462821507,2.322284108,0.034764122,0.100545065,,,,,1/10/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1026_LMO,0.331768473,0.334852467,0.46853701,0.370501493,2.428322732,2.478154956,2.639581977,2.412768577,0.033712449,0.128849455,,,,,1/22/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1027_LMO,0.237600553,0.237764405,0.413596411,0.24088223,2.262612483,2.265457997,2.408319512,2.238566812,0.002248604,0.103461627,,,,,2/6/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1028_LMO,0.24532079,0.253919101,0.389574124,0.249009764,2.100646982,2.220114588,2.369532978,2.057048693,0.097915071,0.196334079,,,,,2/19/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1029_LMO,0.205778747,0.218436789,0.353302247,0.209371018,2.18441523,2.303844742,2.372268556,1.989786147,0.091597955,0.136892538,,,,,3/12/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1030_LMO,0.264901274,0.267515118,0.343292294,0.271061554,2.350590501,2.394952911,2.480580216,2.356958706,0.031802085,0.087796469,,,,,3/19/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1031_LMO,0.265952878,0.266218693,0.434653576,0.365951204,2.828631369,2.84172503,2.936391291,2.592442805,0.007109455,0.055649869,,,,,4/16/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1032_LMO,0.305890238,0.306305206,0.420790168,0.310741173,2.103489151,2.107759121,2.545205817,2.098582445,0.003854601,0.285862673,,,,,4/30/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1033_LMO,0.247914631,0.248935355,0.364935504,0.284591974,2.401410909,2.418858338,2.503650283,2.528854225,0.012296809,0.067994118,,,,,5/21/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1034_LMO,0.266645474,0.275092213,0.373025811,0.299083104,2.320723625,2.458935892,2.525451219,2.381012225,0.094734983,0.134207893,,,,,5/28/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1035_LMO,0.260111968,0.271859279,0.357255745,0.290041515,2.255590337,2.439261815,2.571975281,2.284484443,0.127615057,0.201265852,,,,,6/17/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1036_LMO,0.279089349,0.288885224,0.388235178,0.312494472,2.261003851,2.424256415,2.579037842,2.302514828,0.114623014,0.201409987,,,,,6/25/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1037_LMO,0.19087279,0.190975406,0.343014566,0.323019003,1.989886154,1.991829645,2.129700191,1.903642255,0.001959501,0.123762072,,,,,7/10/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1038_LMO,0.238331556,0.239319997,0.285267119,0.288209131,2.12736515,2.141849729,2.315784543,1.96663434,0.012685189,0.143199275,,,,,7/23/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1039_LMO,0.202380187,0.215345218,0.355338376,0.205417162,2.227895693,2.311077989,2.371206217,1.982794517,0.063445727,0.104514202,,,,,8/6/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1040_LMO,0.675369734,0.676344065,0.736722982,0.71916164,2.949747389,2.960699954,2.980576283,3.062748878,0.005586048,0.015565618,,,,,8/20/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P16611_1041_LMO,0.239878147,0.243023136,0.342376396,0.249310795,2.098765195,2.162544287,2.423729745,2.068029453,0.054861645,0.228248761,,,,,9/3/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1042_LMO,0.300146575,0.301342994,0.425508693,0.329617537,2.336715356,2.363168913,2.507726339,2.346493588,0.019405927,0.113423092,,,,,9/19/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1043_LMO,0.261534106,0.265645818,0.373584065,0.298085784,2.240477788,2.297600916,2.39330574,2.27155359,0.044022109,0.109687306,,,,,10/1/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1044_LMO,0.499926244,0.504844733,0.667119449,0.514544139,2.336523125,2.362128685,2.423373217,2.293713204,0.018798194,0.06101709,,,,,10/17/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1045_LMO,0.312214314,0.315318169,0.4692755,0.34141297,2.450630237,2.495877279,2.625353121,2.450312233,0.03024783,0.107498415,,,,,10/31/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1046_LMO,0.219192114,0.223950806,0.316383412,0.22649379,2.255268578,2.316069479,2.450981585,2.174952435,0.046198854,0.134883178,,,,,11/13/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1047_LMO,0.208496387,0.209881209,0.324619555,0.211071926,2.143527268,2.169804485,2.373075781,2.072545148,0.022462914,0.167178328,,,,,11/26/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1048_LMO,0.251981528,0.254326591,0.324100602,0.254711163,2.391782651,2.447140162,2.65590876,2.397180732,0.03825304,0.159505231,,,,,12/17/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P16611_1049_LMO,0.328203067,0.333944614,0.439084736,0.349408763,2.476764072,2.547954549,2.612873628,2.522547213,0.045990031,0.084389474,,,,,1/10/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1050_LMO,0.50539554,0.508529698,0.631807595,0.527244653,2.686820165,2.719518875,2.851253074,2.759557958,0.019016197,0.088822491,,,,,1/22/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1051_LMO,0.335934452,0.341426585,0.446080274,0.360296903,2.449973493,2.506629795,2.589437421,2.497826429,0.037604661,0.087744208,,,,,2/6/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1052_LMO,0.228872746,0.229801097,0.398919312,0.257052327,2.301463424,2.309297432,2.384214021,2.039717491,0.005983368,0.059781649,,,,,2/19/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1053_LMO,0.277894277,0.278787753,0.361310074,0.303898811,2.410614644,2.416297921,2.445849537,2.32466741,0.004012769,0.024369682,,,,,3/12/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1054_LMO,0.30782306,0.308130276,0.451520043,0.340610876,2.39402625,2.394945718,2.419500148,2.192133539,0.000659142,0.017945682,,,,,3/19/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1055_LMO,0.231511146,0.232311154,0.423491304,0.261695338,2.148053663,2.159270062,2.453022166,1.903185336,0.009675398,0.209885651,,,,,4/16/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1056_LMO,0.206736087,0.207036334,0.365364599,0.243136051,2.292477866,2.296588365,2.562458559,1.880076327,0.003170242,0.172792226,,,,,4/30/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1057_LMO,0.202247049,0.202335802,0.36319499,0.28714368,2.767296704,2.77030787,2.875550002,2.318207083,0.001700928,0.057718162,,,,,5/21/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1058_LMO,0.223202707,0.223426601,0.369308512,0.293717912,2.514780634,2.52153489,2.600042024,2.364151741,0.004439107,0.053286969,,,,,5/28/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1059_LMO,0.154268262,0.15485916,0.341547853,0.286070413,3.429398084,3.486486372,3.550470906,2.395081057,0.022959421,0.047470772,,,,,6/17/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1060_LMO,0.145085855,0.14518174,0.346861033,0.332744711,3.69611442,3.709667041,3.81774469,2.215544318,0.005001582,0.043165824,,,,,6/25/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1061_LMO,0.188360309,0.188516836,0.32066634,0.305338711,2.781978984,2.792308432,3.075976376,2.025794179,0.005763209,0.141618852,,,,,7/10/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1062_LMO,0.19197314,0.192148873,0.279065034,0.282557397,2.736888048,2.748807198,2.929544769,2.050605757,0.006815588,0.099845686,,,,,7/23/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1063_LMO,0.238444621,0.238657632,0.378349334,0.296689169,2.17413879,2.181465474,2.633112103,1.812876043,0.006201353,0.281042136,,,,,8/6/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1064_LMO,0.253631527,0.254274882,0.310354577,0.283994862,2.187577809,2.19567915,2.442951782,2.006700224,0.006775513,0.176980254,,,,,8/20/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1065_LMO,0.250153882,0.251407837,0.332766577,0.299006093,2.211853249,2.257428821,2.504523575,1.968504023,0.036245051,0.194526913,,,,,9/3/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1066_LMO,0.2373644,0.23974282,0.370408783,0.313606171,2.413389289,2.447098525,2.569687709,2.082161512,0.023294361,0.09957294,,,,,9/19/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1067_LMO,0.39300722,0.394242411,0.482581013,0.429186506,2.441576829,2.459250474,2.590858421,2.475638245,0.012111454,0.093837132,,,,,10/1/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1068_LMO,0.405949096,0.406125117,0.462396889,0.427404376,2.65708425,2.659921158,2.744658738,2.749864981,0.001709062,0.050195769,,,,,10/17/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1069_LMO,0.364014904,0.364099608,0.421716516,0.393832644,2.631421788,2.632330164,2.709725833,2.732247805,0.000556491,0.045799182,,,,,10/31/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1070_LMO,0.202810022,0.203123764,0.319387689,0.288592606,2.141980586,2.146914599,2.232409773,1.854757601,0.004301989,0.073375909,,,,,11/13/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1071_LMO,0.223814406,0.224263759,0.317992697,0.276048422,2.033720724,2.040435712,2.193077542,1.805286675,0.006454015,0.133567863,,,,,11/26/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1072_LMO,0.576819263,0.578486149,0.642055765,0.610692886,2.870341666,2.886333763,2.997783971,2.935109897,0.008477873,0.063791835,,,,,12/17/19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
P16611_1089_LMO,0.26879188,0.270551188,0.33884173,0.271546841,2.429614953,2.466129641,2.65209781,2.43992086,0.024905497,0.13466688,4.5,1.172065217,2.612221148,0.3508,1/15/15,,,,7.6,,,0.597537445,363.75,,,,,,,21.72444444,,,3-0.2,,,,,,,,,,,
P16611_1090_LMO,0.326272912,0.331155701,0.48218791,0.332843614,2.334364314,2.421627017,2.596524453,2.324153809,0.061382277,0.16420678,3.6,0.482801932,0.978721354,3.5112,3/15/16,,,,7.3,,,0.787148545,370.8333333,,,,,,,14.83003509,,,3-0.2,,,,,,,,,,,
